model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_155556,0.0728206477748851,0.23088511238301934
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_142216,0.08502585349959277,0.23925333335082136
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_174112,0.08262062232409205,0.2200683596850621
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_172409,0.103301601282077,0.24573434794374754
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_190536,0.10779237756062121,0.23330827668356682
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_144717,0.09922801082332929,0.23212562485985558
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_162946,0.07039554153258602,0.23334419727492736
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_170731,0.08405280581653296,0.23476143352709047
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_143124,0.1306042343577636,0.30464165512654784
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_154023,0.10434245944876845,0.27587003739930205
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_152330,0.06776522420668266,0.23758893428443426
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_182856,0.07526872292094465,0.24159308969417273
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_214617,0.10600990201124832,0.2339381995721175
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_221030,0.28303078942865667,0.3807000773500723
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_192404,0.09959747145573299,0.21398066008261604
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_161348,0.05488998149632521,0.20127013439891872
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_194212,0.10779237756062121,0.23330827668356682
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_164854,0.11366691551215592,0.23246087834348372
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_200035,0.08229581153552447,0.2475951927009081
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_202118,0.07463768639025234,0.2514684706379837
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_184619,0.09630393023586034,0.25808548103975365
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_150440,0.11965641601515624,0.29560109887414193
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_210553,0.07373341601175655,0.2401615925944889
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_141224,0.11945122945776564,0.27929621908535346
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_150953,0.07876519864935073,0.2332973782346051
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_204323,0.0692507475531394,0.2337605531217693
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_175835,0.14432175749070233,0.2885035683959069
model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_155556,0.07141611824876495,0.22614601209659704
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_142216,0.08444754123255345,0.24739967566135682
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_174112,0.08262627625039645,0.21963677961798886
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_172409,0.0730187866720371,0.20758867928636573
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_190536,0.10745770741431486,0.23206341509923423
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_144717,0.09846969214933259,0.22939296166222276
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_162946,0.06988356034049675,0.2316232736431463
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_170731,0.08699230594183541,0.2340189406367773
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_143124,0.136658886687309,0.2988772818154093
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_154023,0.07860976795754618,0.23248985233268213
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_152330,0.06689388836855956,0.23499335427363036
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/demo_job/0819_182856,0.07382307370148954,0.23646462692316284
