model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.07690788763353512,0.24891224411680485
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_223738,0.12910814968580825,0.261943715044323
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.07627449610403605,0.2406615963398012
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_184707,0.15376611018464678,0.28683683233998253
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.10931041189663422,0.25217667475133393
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_043440,0.0801284111193603,0.23828925805570142
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.1831111436421495,0.31094752170585027
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_014737,0.672816276550293,0.09000030637953649
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.14059647592061775,0.29287603648426924
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_103617,0.12539377036349228,0.2735820959561257
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.4949168038687536,0.43781886719901403
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_214922,0.0789794439361209,0.2503975897706208
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_224604,0.07825604293473243,0.24870448104747778
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_165633,0.17965009620058395,0.33910936712370954
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_212132,0.08097597556964804,0.25245557175082284
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_173519,0.07774773982930042,0.23795003467970666
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_005053,0.094881528472927,0.24826432684991162
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_234838,0.3207220314320044,0.3950698997562484
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_160949,0.07993483335650083,0.2481321541439609
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_191341,0.19592700250602016,0.35480991582301746
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_000856,0.07925118542126645,0.24153722020839763
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.12187887017526441,0.25999478084365124
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_220443,0.08758779933365683,0.2495089696054663
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.18069085186081274,0.32441237522106603
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_192351,0.07681143499350929,0.24289169571166386
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_030414,0.07121155514947272,0.22867080049073085
model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.07725636902753086,0.25016577309402327
