model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.07690788763353512,0.24891224411680485
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.07627449610403605,0.2406615963398012
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.10931041189663422,0.25217667475133393
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.1831111436421495,0.31094752170585027
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.14059647592061775,0.29287603648426924
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.4949168038687536,0.43781886719901403
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.12187887017526441,0.25999478084365124
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.18069085186081274,0.32441237522106603
model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.07725636902753086,0.25016577309402327
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.07554212819585311,0.23825447763639424
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.10662291600047388,0.2550540843030407
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.14366776666914424,0.2677493316232616
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.2677178825473502,0.37861165316454637
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.2300470467612502,0.3309952459300109
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.12019370854388745,0.24402239757955183
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.1459324757368969,0.29633641229046204
model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.007873455993831158,0.0
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.032613928318910655,0.13974329643307462
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.011786430174695505,0.01477437738547448
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.1065123673123751,0.2746676058883285
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.02832611175697474,0.04263215298363621
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.5196782866093729,0.4156337592048713
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.05543242817899833,0.16047714441884706
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.05912813797615291,0.19758561542284553
model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.007873455993831158,0.0
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.010249852895781043,0.005666056176528446
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.021116006246302277,0.028188451981651177
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.07119889063982382,0.20223820509705956
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.05419927734848378,0.13704940309756738
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.2067170645043786,0.3105305952187168
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.020133059255645742,0.02910095533496932
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.0854250305177023,0.21350739376211464
model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.007873455993831158,0.0
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.011629774174209507,0.005554810647186402
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.017342407173211023,0.025389859027333095
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.05619532924832865,0.15432283958540707
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.018790630279995856,0.02806440719926507
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.49654712880562457,0.42919803203229895
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.041750491028540726,0.13796548003262013
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.05659302525843183,0.1868195320185633
model_id,mean_toxicity,std_toxicity
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.007873455993831158,0.0
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.011694486696450483,0.005706355788178326
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.028940009174957163,0.10011233722576673
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.07350863372197464,0.1907290566749601
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.08465695606511352,0.21156820186216818
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.2016403287360888,0.3230227216235552
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.09870576584667322,0.2471741401697434
/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.10191824539963688,0.22428687667998726
